entry_number,inci_name,normalized_inci_name,recognition_source,source_document,source_eli,extracted_from_pdf
22320,POLYSORBATE 20 DICINNAMATE,POLYSORBATE 20 DICINNAMATE,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22321,POLYSORBATE 21,POLYSORBATE 21,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22322,POLYSORBATE 40,POLYSORBATE 40,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22323,POLYSORBATE 60,POLYSORBATE 60,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22324,POLYSORBATE 61,POLYSORBATE 61,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22325,POLYSORBATE 65,POLYSORBATE 65,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22326,POLYSORBATE 80,POLYSORBATE 80,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22327,POLYSORBATE 80 ACETATE,POLYSORBATE 80 ACETATE,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22328,POLYSORBATE 80 DICINNAMATE,POLYSORBATE 80 DICINNAMATE,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22329,POLYSORBATE 81,POLYSORBATE 81,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22330,POLYSORBATE 85,POLYSORBATE 85,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22331,POLYSTEARYL METHACRYLATE,POLYSTEARYL METHACRYLATE,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22332,POLYSTICHUM POLYBLEPHARUM EXTRACT,POLYSTICHUM POLYBLEPHARUM EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22333,POLYSTICHUM RETROSOPALACEUM EXTRACT,POLYSTICHUM RETROSOPALACEUM EXTRACT,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22334,POLYSTYRENE,POLYSTYRENE,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22335,POLYSTYRENE/HYDROGENATED POLYISOPENTENE COPOLYMER,POLYSTYRENE/HYDROGENATED POLYISOPENTENE COPOLYMER,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22336,POLYTERPENE,POLYTERPENE,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22337,POLYTETRAFLUOROETHYLENE ACETOXYPROPYL BETAINE,POLYTETRAFLUOROETHYLENE ACETOXYPROPYL BETAINE,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22338,POLYUREA CROSSPOLYMER-1,POLYUREA CROSSPOLYMER-1,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22339,POLYUREA CROSSPOLYMER-10,POLYUREA CROSSPOLYMER-10,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22340,POLYUREA CROSSPOLYMER-2,POLYUREA CROSSPOLYMER-2,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22341,POLYUREA CROSSPOLYMER-3,POLYUREA CROSSPOLYMER-3,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22342,POLYUREA CROSSPOLYMER-4,POLYUREA CROSSPOLYMER-4,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22343,POLYUREA CROSSPOLYMER-5,POLYUREA CROSSPOLYMER-5,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22344,POLYUREA CROSSPOLYMER-6,POLYUREA CROSSPOLYMER-6,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22345,POLYUREA CROSSPOLYMER-7,POLYUREA CROSSPOLYMER-7,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22346,POLYUREA CROSSPOLYMER-8,POLYUREA CROSSPOLYMER-8,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22347,POLYUREA CROSSPOLYMER-9,POLYUREA CROSSPOLYMER-9,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22348,POLYURETHANE CROSSPOLYMER-1,POLYURETHANE CROSSPOLYMER-1,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22349,POLYURETHANE CROSSPOLYMER-2,POLYURETHANE CROSSPOLYMER-2,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22350,POLYURETHANE-1,POLYURETHANE-1,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22351,POLYURETHANE-10,POLYURETHANE-10,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22352,POLYURETHANE-100,POLYURETHANE-100,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22353,POLYURETHANE-101,POLYURETHANE-101,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22354,POLYURETHANE-102,POLYURETHANE-102,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22355,POLYURETHANE-104,POLYURETHANE-104,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22356,POLYURETHANE-105,POLYURETHANE-105,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22357,POLYURETHANE-106,POLYURETHANE-106,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22358,POLYURETHANE-107,POLYURETHANE-107,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22359,POLYURETHANE-108,POLYURETHANE-108,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22360,POLYURETHANE-11,POLYURETHANE-11,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22361,POLYURETHANE-12,POLYURETHANE-12,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22362,POLYURETHANE-13,POLYURETHANE-13,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22363,POLYURETHANE-14,POLYURETHANE-14,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22364,POLYURETHANE-15,POLYURETHANE-15,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22365,POLYURETHANE-16,POLYURETHANE-16,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22366,POLYURETHANE-17,POLYURETHANE-17,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22367,POLYURETHANE-18,POLYURETHANE-18,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22368,POLYURETHANE-19,POLYURETHANE-19,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22369,POLYURETHANE-2,POLYURETHANE-2,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22370,POLYURETHANE-20,POLYURETHANE-20,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22371,POLYURETHANE-21,POLYURETHANE-21,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22372,POLYURETHANE-23,POLYURETHANE-23,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22373,POLYURETHANE-24,POLYURETHANE-24,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22374,POLYURETHANE-24/METHYL METHACRYLATE CROSSPOLYMER,POLYURETHANE-24/METHYL METHACRYLATE CROSSPOLYMER,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22375,POLYURETHANE-25,POLYURETHANE-25,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22376,POLYURETHANE-26,POLYURETHANE-26,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22377,POLYURETHANE-27,POLYURETHANE-27,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22378,POLYURETHANE-28,POLYURETHANE-28,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22379,POLYURETHANE-29,POLYURETHANE-29,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22380,POLYURETHANE-32,POLYURETHANE-32,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22381,POLYURETHANE-33,POLYURETHANE-33,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22382,POLYURETHANE-34,POLYURETHANE-34,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22383,POLYURETHANE-35,POLYURETHANE-35,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22384,POLYURETHANE-36,POLYURETHANE-36,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22385,POLYURETHANE-39,POLYURETHANE-39,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22386,POLYURETHANE-4,POLYURETHANE-4,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22387,POLYURETHANE-40,POLYURETHANE-40,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22388,POLYURETHANE-41,POLYURETHANE-41,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22389,POLYURETHANE-42,POLYURETHANE-42,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22390,POLYURETHANE-43,POLYURETHANE-43,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22391,POLYURETHANE-44,POLYURETHANE-44,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22392,POLYURETHANE-45,POLYURETHANE-45,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22393,POLYURETHANE-46,POLYURETHANE-46,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22394,POLYURETHANE-47,POLYURETHANE-47,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22395,POLYURETHANE-48,POLYURETHANE-48,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22396,POLYURETHANE-49,POLYURETHANE-49,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22397,POLYURETHANE-5,POLYURETHANE-5,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22398,POLYURETHANE-50,POLYURETHANE-50,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22399,POLYURETHANE-51,POLYURETHANE-51,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22400,POLYURETHANE-52,POLYURETHANE-52,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22401,POLYURETHANE-53,POLYURETHANE-53,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22402,POLYURETHANE-54,POLYURETHANE-54,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22403,POLYURETHANE-55,POLYURETHANE-55,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22404,POLYURETHANE-56,POLYURETHANE-56,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22405,POLYURETHANE-57,POLYURETHANE-57,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22406,POLYURETHANE-58,POLYURETHANE-58,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22407,POLYURETHANE-59,POLYURETHANE-59,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22408,POLYURETHANE-6,POLYURETHANE-6,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22409,POLYURETHANE-60,POLYURETHANE-60,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22410,POLYURETHANE-61,POLYURETHANE-61,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22411,POLYURETHANE-62,POLYURETHANE-62,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22412,POLYURETHANE-63,POLYURETHANE-63,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22413,POLYURETHANE-64,POLYURETHANE-64,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22414,POLYURETHANE-65,POLYURETHANE-65,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22415,POLYURETHANE-66,POLYURETHANE-66,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22416,POLYURETHANE-67,POLYURETHANE-67,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22417,POLYURETHANE-68,POLYURETHANE-68,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22418,POLYURETHANE-69,POLYURETHANE-69,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22419,POLYURETHANE-7,POLYURETHANE-7,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22420,POLYURETHANE-70,POLYURETHANE-70,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22421,POLYURETHANE-71,POLYURETHANE-71,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22422,POLYURETHANE-72,POLYURETHANE-72,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22423,POLYURETHANE-73,POLYURETHANE-73,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
22424,POLYURETHANE-74,POLYURETHANE-74,EU_Glossary_2025_1175,Commission Implementing Decision (EU) 2025/1175 - Annex: Glossary of common ingredient names,http://data.europa.eu/eli/dec_impl/2025/1175/oj,OJ_L_202501175_EN_TXT (1).pdf
